labels,text
"['keep', 'general', 'dishes', 'leading']","Vegetarian dishes and plants in general keep better, leading to less food waste."
"['humans', 'viable', 'survival', 'refrain', 'taking', 'exist']","As long it is not damaging to the survival of humans, we should refrain from taking lives of other animal. Viable alternatives to meat consumption exist and are accessible to most humans"
"['knows', 'empathy']","We should adopt vegetarianism because every human being with empathy intuitively knows it is wrong to torture animals, but the meat industry could not operate without treating animals poorly, so we are acting unethically intentionally."
"['experience', 'sophisticated']","A vegetarian diet encourages people to try a more diverse range of international cuisines, leading to both a more sophisticated experience of world cultures and a more pleasurable eating experience."
"['heavier', 'greasier', 'encourages', 'dishes', 'tend']","Vegetarianism encourages healthier eating when you're going out, since meat dishes tend to be greasier and heavier than vegetarian ones."
"['humans', 'viable', 'survival', 'refrain', 'taking', 'exist']","As long it is not damaging to the survival of humans, we should refrain from taking lives of other animal. Viable alternatives to meat consumption exist and are accessible to most humans"
"['regions', 'caused', 'deforestation', 'alleviate', 'help', 'widespread']",Vegetarianism would help to alleviate the widespread deforestation that is caused by meat production in many regions of the world.
"['energy', 'emits', 'atmosphere']",The meat industry uses alot of the energy we currently produce. Producing energy emits CO2 to the atmosphere which is a big part of what causes climate change.
"['killing', 'taste', 'therefor', 'food', 'survive']",Killing animals for food is wrong. With our modern to technology we can survive on food other than meat and therefor killing animals just for the taste of meat is wrong.
"['facilitates', 'flu', 'avian', 'spread', 'disease']","We should adopt vegetarianism because the livestock industry facilitates the spread of disease from animals to people, such as the avian flu or SARS."
"['shown', 'studies', 'longer', 'live']",Some studies have shown that people who eat a vegetarian diet live longer than those who don't.
"['potent', 'environmentally', 'gases', 'greenhouse']","Livestock (particularly cattle) are among the largest sources of potent greenhouse gases (methane) on the planet, and going vegetarian will be more environmentally sustainable."
"['lowering', 'transportation']","We should adopt vegetarianism because livestock cultivation is the only large source of emissions that could be completely cut without dramatically lowering standards of living, cf. transportation and industry."
"['increase', 'struggle', 'hospital', 'insurance', 'weight', 'wait']","People who struggle with their weight and health increase the wait time at the hospital and increase the price of insurance for everyone, making vegetarianism a public good."
"['minimize', 'become', 'pollution', 'major', 'help']","The meat industry is a major polluter, If we all become vegetarian we will minimize pollution and help the enviorment."
"['ocean', 'depleted', 'left', 'overfishing', 'polluted', 'infrastructure']","Vegetarianism also helps protect the ocean, since overfishing and fishing infrastructure has left the ocean polluted and depleted of fish."
"['address', 'pollutant']","In many parts of the world, animal waste created in industrial meat production is a major pollutant of local water supplies, and can devastate ecosystems, and widespread vegetarianism would address this."
"['drought', 'adoption']","Per calorie produced, meat production requires much larger amounts of water than agriculture, and therefore widespread adoption of vegetarianism could reduce harms of drought in many areas."
"['ocean', 'destroying', 'replenished', 'reefs', 'including', 'biodiversity']","Over fishing is destroying biodiversity in the ocean, including reefs and all ocean fauna, which would be replenished under vegetarianism."
"['pose', 'bugs', 'serious']",We should adopt vegetarianism because the livestock industry uses so many antibiotics that it is creating un-treatable super bugs that pose a serious risk to global health.
"['sorce', 'vetamens', 'nutrition', 'come', 'natural', 'still']","Vegetarian nutrition is good for the human, they can get and eat food that it’s sorce come from natural and still to have the vetamens that they need."
"['diet', 'dominated', 'significantly', 'becoming', 'person']","A diet dominated by meat is significantly less healthy for a person than a diet based on plants, so becoming vegetarian will lead people to be healthier."
"['footprint', 'carbon', 'increases', 'larger', 'harvesting', 'warming']",Harvesting animals has a larger carbon footprint and increases global warming more than plants for vegetarianism.
"['increase', 'struggle', 'hospital', 'insurance', 'weight', 'wait']","People who struggle with their weight and health increase the wait time at the hospital and increase the price of insurance for everyone, making vegetarianism a public good."
"['autonomous', 'functions', 'muscle', 'majority', 'calories', 'calorie']",Meat is an inefficient method of calorie production because the majority of calories consumed by animals go into autonomous functions other than muscle growth.
"['cuisine', 'saturated', 'problems', 'leading', 'high', 'health']","Animal based cuisine is high in saturated fats, leading to health problems in humans"
"['drain', 'endangers', 'impact', 'feed']",The environmental impact of raising livestock and the drain on resources used to feed animals we raise for slaughter is a waste and endangers the future of our planet.
"['deal', 'creates']",Breathing and maintaining animals for mead consumption creates huge environmental damages. Vegetarianism would reduce dramatically the amount of drinking water consumed and release a great deal of land for other uaes
"['slaughtering', 'unnecessary', 'raising', 'causes', 'lot']",The mass-scale raising and slaughtering of animals causes a lot of unnecessary suffering and death.
"['borne', 'illnesses', 'sick']","There are more meat borne illnesses than plant borne ones, so vegetarians are less likely to get sick from food consumption."
"['make', 'eat', 'aware', 'habits', 'outside']","Most people eat things by habits or because of outside pressure, vegetarianism will make them more aware to what they eat and what they don't, which can make them healthier"
"['less', 'means', 'production']",The meat industry requires more plants per unit of energy gained by eating than plant based diets do. Vegetarianism therefore means less production - less production means less pollution
"['arteries', 'attacks']","Vegetarianism is healthier than eating meat, which causes arteries to clog, leading to heart attacks and other diseases. Vegetarianism is also less likely to cause obesity which is very harmful."
"['footprint', 'carbon', 'increases', 'larger', 'harvesting', 'warming']",Harvesting animals has a larger carbon footprint and increases global warming more than plants for vegetarianism.
"['cancer', 'later', 'correlated', 'problems', 'unlike', 'high']","High meat consumption is correlated with cancer and other problems later in life, unlike vegetarianism."
"['harmful', 'growing', 'due', 'high', 'consumption']","Growing meat is harmful for the environment, due to the high consumption of food and water."
"['produce', 'food']","Meat is a very inefficient way to make food, with the amount of energy and resources it takes to produce certain calories worth of vegetarian food you can produce alot less meat."
"['processing', 'warming', 'makes', 'energy', 'takes', 'global']",Processing animals takes more energy than plants for vegetarians and makes global warming worse.
"['eliminate', 'environmentally', 'levels', 'damaging', 'emissions', 'due']",The production of meat is environmentally damaging due to high levels of emissions -- adopting vegetarianism would eliminate this harm.
"['lowering', 'transportation']","We should adopt vegetarianism because livestock cultivation is the only large source of emissions that could be completely cut without dramatically lowering standards of living, cf. transportation and industry."
"['humanity', 'starving', 'therfore', 'feed', 'cheaper', 'people']",Having a vegetarian industry is cheaper and therfore humanity would be able to feed more people. Less starving people on earth.
"['growing', 'environment', 'helps', 'becoming']","Growing animals harms the environment way more than growing plants, therefore becoming vegetarians helps the environment."
"['conventional', 'omnivore', 'western', 'common', 'healthier', 'diets']",We should adopt vegetarianism because it is healthier than the conventional omnivore diets common in western countries.
"['cancer', 'later', 'correlated', 'problems', 'unlike', 'high']","High meat consumption is correlated with cancer and other problems later in life, unlike vegetarianism."
"['slicing', 'facilities', 'packing', 'industrial', 'processing']",Meat processing plants are more dangerous than plant facilities for vegetarians due to the need for industrial slicing and packing instruments.
"['variety', 'sustain', 'nutrients']",People are able to sustain themselves and get the nutrients they need in from a variety of vegetable-based foods. It is therefore unnecessary to hurt animals for food.
"['damage', 'developing']","Demand for meat is creating an incentive in the developing world to clear ecologically important old growth forests, and by adopting vegetarianism, we can prevent further major environmental damage contributing to global climate change."
"['infected', 'riskier', 'cooked', 'bacteria', 'especially', 'fully']","Animals are more likely to be infected with bacteria and parasites dangerous to humans, making them inherently riskier to eat, especially if not fully cooked"
"['drain', 'endangers', 'impact', 'feed']",The environmental impact of raising livestock and the drain on resources used to feed animals we raise for slaughter is a waste and endangers the future of our planet.
"['rich', 'heart', 'disease', 'lead', 'diets']",We should adopt vegetarianism because diets rich in meat lead to heart disease and obesity.
"['mistreat', 'know', 'wrong', 'society']",We should adopt vegetarianism because as a society we know that it is wrong to mistreat animals
"['minimize', 'become', 'pollution', 'major', 'help']","The meat industry is a major polluter, If we all become vegetarian we will minimize pollution and help the enviorment."
"['generators', 'largest', 'pollution', 'one']",The meat industry is one of the largest pollution generators in the world.
"['arteries', 'attacks']","Vegetarianism is healthier than eating meat, which causes arteries to clog, leading to heart attacks and other diseases. Vegetarianism is also less likely to cause obesity which is very harmful."
"['improves', 'relationships', 'may', 'reduce']","Vegetarianism improves the relationships of people with all animals, and that may reduce animal cruelty."
"['activism', 'largely']","Vegetarianism, as activism for the environment, puts the onus of climate activism unto the individual instead of larger corporations, the ones largely responsible."
"['fuels', 'fossil', 'cultivation', 'dramatically', 'produce', 'ending']",We should adopt vegetarianism because ending livestock cultivation would dramatically reduce the amount of fossil fuels we need to produce and use.
"['susceptible', 'salmonella', 'diseases', 'meaning']","Meat is more likely to have diseases like salmonella or parasites, meaning vegetarians less susceptible to disease."
"['lower', 'blood', 'rates', 'sugar', 'number']","Vegetarianism has a number of proven health benefits, including lower rates of obesity, lower levels of blood sugar and heart disease."
"['pose', 'bugs', 'serious']",We should adopt vegetarianism because the livestock industry uses so many antibiotics that it is creating un-treatable super bugs that pose a serious risk to global health.
"['pose', 'bugs', 'serious']",We should adopt vegetarianism because the livestock industry uses so many antibiotics that it is creating un-treatable super bugs that pose a serious risk to global health.
"['cuisine', 'saturated', 'problems', 'leading', 'high', 'health']","Animal based cuisine is high in saturated fats, leading to health problems in humans"
"['large', 'becomes']","The meat industry is responsible for a large part of global CO2 emmissions. If a large portion of the population becomes vegetarian, this will be significantly reduced."
"['detrimental', 'worker', 'avoidable', 'hormones', 'working', 'chemicals']","Working with growth hormones and other chemicals that go into animals can be detrimental to worker health, which is avoidable under vegetarianism."
"['contains', 'chemicals', 'bad']","vegetarianism is better for the body, because meat contains chemicals that are bad for the body."
"['autonomous', 'functions', 'muscle', 'majority', 'calories', 'calorie']",Meat is an inefficient method of calorie production because the majority of calories consumed by animals go into autonomous functions other than muscle growth.
"['diseases', 'proximity']","Deadly diseases like mad cow, cholera, and others start due to human's close proximity with animals, making vegetarians less likely to get these diseases."
"['lowering', 'transportation']","We should adopt vegetarianism because livestock cultivation is the only large source of emissions that could be completely cut without dramatically lowering standards of living, cf. transportation and industry."
"['cancer', 'later', 'correlated', 'problems', 'unlike', 'high']","High meat consumption is correlated with cancer and other problems later in life, unlike vegetarianism."
"['facilitates', 'flu', 'avian', 'spread', 'disease']","We should adopt vegetarianism because the livestock industry facilitates the spread of disease from animals to people, such as the avian flu or SARS."
"['correlated', 'red', 'heart', 'common', 'consumption']","Red meat consumption is correlated with heart disease, which is less common under vegetarianism."
"['contributors', 'slaughter', 'largest', 'climate', 'raising', 'one']",We should adopt vegetarianism because raising livestock for slaughter is one of the largest contributors to climate change.
"['contains', 'chemicals', 'bad']","vegetarianism is better for the body, because meat contains chemicals that are bad for the body."
"['ocean', 'depleted', 'left', 'overfishing', 'polluted', 'infrastructure']","Vegetarianism also helps protect the ocean, since overfishing and fishing infrastructure has left the ocean polluted and depleted of fish."
"['energy', 'emits', 'atmosphere']",The meat industry uses alot of the energy we currently produce. Producing energy emits CO2 to the atmosphere which is a big part of what causes climate change.
"['cancer', 'later', 'correlated', 'problems', 'unlike', 'high']","High meat consumption is correlated with cancer and other problems later in life, unlike vegetarianism."
"['awareness', 'inherently', 'raise', 'ending', 'cruelty']","Going vegetarian will raise awareness about and reduce cruelty to animals, and ending the suffering of sentient beings is inherently good."
"['leave', 'shells', 'trash', 'environments', 'hunters', 'pollute']","Hunters pollute their environments when they leave shells and trash in nature, which would not occur in vegetarianism."
"['fat', 'red', 'obesity', 'cause', 'heart', 'leading']",Adopting vegetarianism is very good for our health. Red meat and animal fat are a leading cause for obesity and heart attacks.
"['carbon', 'protect', 'emissions', 'climate', 'reduce']",We should adopt vegetarianism to reduce carbon emissions and protect the Earth's climate
"['rearing', 'automate', 'price']","Animal rearing jobs are difficult to automate and will likely increase the price of meat consumption going into the future, making vegetarianism the cheaper option."
"['pose', 'bugs', 'serious']",We should adopt vegetarianism because the livestock industry uses so many antibiotics that it is creating un-treatable super bugs that pose a serious risk to global health.
"['contributors', 'slaughter', 'largest', 'climate', 'raising', 'one']",We should adopt vegetarianism because raising livestock for slaughter is one of the largest contributors to climate change.
"['requires', 'transporting', 'refrigeration', 'processing']","Transporting animals requires more refrigeration and processing than plants for vegetarianism, which requires more energy."
"['cows', 'equivalent', 'sheep', 'obviously', 'vegitarianism']",Eating animals such as cows and sheep is immoral and is equivalent to murder. Vegitarianism is obviously more moral.
"['correlated', 'red', 'heart', 'common', 'consumption']","Red meat consumption is correlated with heart disease, which is less common under vegetarianism."
"['help', 'development', 'natural']","Eating meat is not good for the development of the our world, vegetarian life help help our natural resources."
"['fuels', 'fossil', 'cultivation', 'dramatically', 'produce', 'ending']",We should adopt vegetarianism because ending livestock cultivation would dramatically reduce the amount of fossil fuels we need to produce and use.
"['involves', 'must', 'choice', 'killing']",Eating meat is immoral because it involves killing of animals who feel pain and suffering like us. The moral choice must be to adopt vegetarianism.
"['processes', 'made', 'genetic', 'grafting', 'available', 'effectively']","Through processes like grafting and genetic modification, effectively infinite plants can be made available for vegetarian consumption."
"['leave', 'shells', 'trash', 'environments', 'hunters', 'pollute']","Hunters pollute their environments when they leave shells and trash in nature, which would not occur in vegetarianism."
"['improves', 'relationships', 'may', 'reduce']","Vegetarianism improves the relationships of people with all animals, and that may reduce animal cruelty."
"['consumption', 'concentrations', 'hormone', 'treatments', 'antibiotic']","A lot of meat has high concentrations of hormone and antibiotic treatments that are bad for human consumption, going vegetarian prevents consumption of these harmful chemicals."
"['rich', 'heart', 'disease', 'lead', 'diets']",We should adopt vegetarianism because diets rich in meat lead to heart disease and obesity.
"['pain', 'generally']","Even if animals are not sentient, they clearly feel pain. We generally believe avoiding pain is the moral thing to do; inflicting pain on animals, or ending their lives, is immoral for this reason."
"['towards', 'adoption', 'necessary', 'caused']","Because meat is not necessary for a healthy diet, the death and cruelty towards animals caused by meat production is unjustified, and therefore adoption vegetarianism is the moral action."
"['grasslands', 'deforested', 'often']","Animals grown for food will often eat entire grasslands out of existence and require more land to be deforested for grazing which leads to the extinction of diverse plant and animal species, vegetarianism prevents this."
"['correlated', 'red', 'heart', 'common', 'consumption']","Red meat consumption is correlated with heart disease, which is less common under vegetarianism."
"['fight', 'helping', 'decrease', 'carbon', 'would', 'emissions']","Adopting vegetarianism would decrease carbon emissions since we would need less livestock, helping fight climate change."
"['lowering', 'transportation']","We should adopt vegetarianism because livestock cultivation is the only large source of emissions that could be completely cut without dramatically lowering standards of living, cf. transportation and industry."
"['fruits', 'money', 'expensive']","Meat is more expensive than fruits and vegetables, therefore people who adopt vegetarianism will have more money"
"['cultivating', 'divert', 'wealthy', 'rather', 'helping']",We should adopt vegetarianism because it would dramatically reduce waste and allow us to divert our resources to helping people rather than cultivating cattle for wealthy people to eat.
"['ocean', 'destroying', 'replenished', 'reefs', 'including', 'biodiversity']","Over fishing is destroying biodiversity in the ocean, including reefs and all ocean fauna, which would be replenished under vegetarianism."
"['bodies', 'contain', 'follow']","Well-planned vegan diets follow healthy eating guidelines, and contain all the nutrients that our bodies need."
"['bodies', 'contain', 'follow']","Well-planned vegan diets follow healthy eating guidelines, and contain all the nutrients that our bodies need."
"['healthy', 'contains', 'fat', 'making']","Meat is less healthy and contains more fat than most plants, making vegetarianism more healthy."
"['diet', 'dominated', 'significantly', 'becoming', 'person']","A diet dominated by meat is significantly less healthy for a person than a diet based on plants, so becoming vegetarian will lead people to be healthier."
"['produce', 'food']","Meat is a very inefficient way to make food, with the amount of energy and resources it takes to produce certain calories worth of vegetarian food you can produce alot less meat."
"['fat', 'red', 'obesity', 'cause', 'heart', 'leading']",Adopting vegetarianism is very good for our health. Red meat and animal fat are a leading cause for obesity and heart attacks.
"['suffering', 'avoids', 'always', 'beyond', 'tough']","Eating meat causes more suffering to animals beyond being killed, since they are always grown in tough conditions. Vegetarianism avoids all that suffering."
"['large', 'becomes']","The meat industry is responsible for a large part of global CO2 emmissions. If a large portion of the population becomes vegetarian, this will be significantly reduced."
"['diet', 'dominated', 'significantly', 'becoming', 'person']","A diet dominated by meat is significantly less healthy for a person than a diet based on plants, so becoming vegetarian will lead people to be healthier."
"['healthy', 'contains', 'fat', 'making']","Meat is less healthy and contains more fat than most plants, making vegetarianism more healthy."
"['emission', 'vegitarianism', 'helps', 'co2']",Vegitarianism helps the environment since growing meat causes significant co2 emission and makes global warming even worse.
"['lower', 'blood', 'rates', 'sugar', 'number']","Vegetarianism has a number of proven health benefits, including lower rates of obesity, lower levels of blood sugar and heart disease."
"['make', 'eat', 'aware', 'habits', 'outside']","Most people eat things by habits or because of outside pressure, vegetarianism will make them more aware to what they eat and what they don't, which can make them healthier"
"['diseases', 'proximity']","Deadly diseases like mad cow, cholera, and others start due to human's close proximity with animals, making vegetarians less likely to get these diseases."
"['healthy', 'contains', 'fat', 'making']","Meat is less healthy and contains more fat than most plants, making vegetarianism more healthy."
"['farmable', 'requirement', 'inefficient', 'demand', 'become', 'meet']","To meet the growing demand for food, meat is too inefficient and plants for vegetarianism will become a requirement for all farmable land."
"['diseases', 'proximity']","Deadly diseases like mad cow, cholera, and others start due to human's close proximity with animals, making vegetarians less likely to get these diseases."
"['fuels', 'fossil', 'cultivation', 'dramatically', 'produce', 'ending']",We should adopt vegetarianism because ending livestock cultivation would dramatically reduce the amount of fossil fuels we need to produce and use.
"['right', 'violated', 'consciousness', 'meatless']",Animals have a right to life as they have consciousness and feel pain. This right is not violated in a meatless diet.
"['susceptible', 'salmonella', 'diseases', 'meaning']","Meat is more likely to have diseases like salmonella or parasites, meaning vegetarians less susceptible to disease."
"['back', 'far', 'food', 'sustain']","vegetarianism is better in the longterm, because animals consume far more food then we get back from them, by not growing the animals we will eat the food and sustain more people."
"['diet', 'dominated', 'significantly', 'becoming', 'person']","A diet dominated by meat is significantly less healthy for a person than a diet based on plants, so becoming vegetarian will lead people to be healthier."
"['make', 'eat', 'aware', 'habits', 'outside']","Most people eat things by habits or because of outside pressure, vegetarianism will make them more aware to what they eat and what they don't, which can make them healthier"
"['terms', 'efficient', 'calorie', 'per', 'energy', 'water']",Vegetarianism is more efficient per calorie in terms of water and energy
"['pay', 'generations', 'deplete', 'luxury']",We should adopt vegetarianism because it is unethical to deplete the Earth's resources for a luxury good when future generations will have to pay the price of our emissions and environmental degradation.
"['near', 'easily', 'problem', 'spread', 'farms', 'working']","Working near animals and their waste can easily spread diseases, which isn't a problem on plant farms for vegetarianism."
"['facilitates', 'flu', 'avian', 'spread', 'disease']","We should adopt vegetarianism because the livestock industry facilitates the spread of disease from animals to people, such as the avian flu or SARS."
"['clearance', 'deforestation', 'raise']",We should adopt vegetarianism because the need for land clearance to raise livestock is one of the leading causes of deforestation in the Amazon.
"['footprint', 'carbon', 'increases', 'larger', 'harvesting', 'warming']",Harvesting animals has a larger carbon footprint and increases global warming more than plants for vegetarianism.
"['regions', 'caused', 'deforestation', 'alleviate', 'help', 'widespread']",Vegetarianism would help to alleviate the widespread deforestation that is caused by meat production in many regions of the world.
"['vectors', 'outbreak', 'largest', 'alleviate']","Meat production and consumption is one of the largest vectors for disease outbreak in many areas, and adopting widespread vegetarianism would alleviate these harms."
"['drought', 'adoption']","Per calorie produced, meat production requires much larger amounts of water than agriculture, and therefore widespread adoption of vegetarianism could reduce harms of drought in many areas."
"['morally', 'cause', 'feel', 'pain']","vegetarianism is morally right, because animals feel pain and fear, and we shouldn't cause it to them."
"['crulty', 'eating', 'applied', 'benefits', 'bad']","Eating meat can be bad for your health, and all benefits can be applied by eating vegetarian food; therefore there is no need to adopt animal crulty"
"['cancer', 'later', 'correlated', 'problems', 'unlike', 'high']","High meat consumption is correlated with cancer and other problems later in life, unlike vegetarianism."
"['correlated', 'red', 'heart', 'common', 'consumption']","Red meat consumption is correlated with heart disease, which is less common under vegetarianism."
"['warming', 'global', 'decreases', 'contribution']","The meat industry contributes to global warming as animals produce methane that plants don't, so vegetarianism decreases personal contribution to global warming."
"['form', 'modern', 'cruel', 'significant', 'causes']","Meat production in its modern form is cruel to animals and causes significant suffering, and therefore should be abandoned."
"['greenhouse', 'farms', 'produce', 'environment', 'lot']",Adopting vegetarianism is very important for the environment because animal farms produce a lot of greenhouse gases.
"['mistreat', 'know', 'wrong', 'society']",We should adopt vegetarianism because as a society we know that it is wrong to mistreat animals
"['flatulence', 'breeding']","Eating animals is very bad for the environment. Animal flatulence produces methane which contributes to climate change; vegetarianism would require breeding fewer animals, which is good for the environment."
"['exists', 'attempt', 'inflict', 'reducing', 'meatless']",We should attempt to reduce the amount of suffering that exists in the world by reducing the pain we inflict and eating a meatless diet.
"['step', 'equal', 'first', 'respecting', 'rights']",Vegetarianism is the first step to respecting the rights of animals as equal to humans.
"['arteries', 'attacks']","Vegetarianism is healthier than eating meat, which causes arteries to clog, leading to heart attacks and other diseases. Vegetarianism is also less likely to cause obesity which is very harmful."
"['conventional', 'omnivore', 'western', 'common', 'healthier', 'diets']",We should adopt vegetarianism because it is healthier than the conventional omnivore diets common in western countries.
"['dairy', 'extremely', 'meats']","Most meats are extremely unhealthy, A vegetarian diet is likely to make people consume more fruits, vegetables and dairy and will help them lead a more healthy life style."
"['address', 'pollutant']","In many parts of the world, animal waste created in industrial meat production is a major pollutant of local water supplies, and can devastate ecosystems, and widespread vegetarianism would address this."
"['step', 'equal', 'first', 'respecting', 'rights']",Vegetarianism is the first step to respecting the rights of animals as equal to humans.
"['linked', 'compared', 'lifespans', 'longer']",Vegetarianism has been linked to longer lifespans compared to those with non-vegetarian diets.
"['humanity', 'starving', 'therfore', 'feed', 'cheaper', 'people']",Having a vegetarian industry is cheaper and therfore humanity would be able to feed more people. Less starving people on earth.
"['place', 'dying', 'suffer', 'pain', 'better']","Pain and suffer are bad, with less animals dying because of vegetarianism, the world will be a better place"
"['fight', 'helping', 'decrease', 'carbon', 'would', 'emissions']","Adopting vegetarianism would decrease carbon emissions since we would need less livestock, helping fight climate change."
"['variety', 'sustain', 'nutrients']",People are able to sustain themselves and get the nutrients they need in from a variety of vegetable-based foods. It is therefore unnecessary to hurt animals for food.
"['fat', 'red', 'obesity', 'cause', 'heart', 'leading']",Adopting vegetarianism is very good for our health. Red meat and animal fat are a leading cause for obesity and heart attacks.
"['detrimental', 'worker', 'avoidable', 'hormones', 'working', 'chemicals']","Working with growth hormones and other chemicals that go into animals can be detrimental to worker health, which is avoidable under vegetarianism."
"['contributors', 'slaughter', 'largest', 'climate', 'raising', 'one']",We should adopt vegetarianism because raising livestock for slaughter is one of the largest contributors to climate change.
"['fight', 'helping', 'decrease', 'carbon', 'would', 'emissions']","Adopting vegetarianism would decrease carbon emissions since we would need less livestock, helping fight climate change."
"['damage', 'developing']","Demand for meat is creating an incentive in the developing world to clear ecologically important old growth forests, and by adopting vegetarianism, we can prevent further major environmental damage contributing to global climate change."
"['fuels', 'fossil', 'cultivation', 'dramatically', 'produce', 'ending']",We should adopt vegetarianism because ending livestock cultivation would dramatically reduce the amount of fossil fuels we need to produce and use.
"['pose', 'bugs', 'serious']",We should adopt vegetarianism because the livestock industry uses so many antibiotics that it is creating un-treatable super bugs that pose a serious risk to global health.
"['respect', 'order', 'kill', 'get', 'way']",We have a way to respect animals life by that we don’t eat them and kill them in order to get our food. Adopt vegetarian
"['increased', 'antibiotic']",The increased demand for meat products led to the industrialization of livestock raising. This has resulted in the increased instances of antibiotic use ans thus the creation of antibiotic resistant super-viruses.
"['arteries', 'attacks']","Vegetarianism is healthier than eating meat, which causes arteries to clog, leading to heart attacks and other diseases. Vegetarianism is also less likely to cause obesity which is very harmful."
"['correlated', 'red', 'heart', 'common', 'consumption']","Red meat consumption is correlated with heart disease, which is less common under vegetarianism."
"['cheaper', 'vegetables']","A vegetarian diet is cheaper than a meat-based one, since vegetables are cheaper than meats."
"['produce', 'food']","Meat is a very inefficient way to make food, with the amount of energy and resources it takes to produce certain calories worth of vegetarian food you can produce alot less meat."
"['industry', 'treating', 'without', 'animals', 'suffering']",The meat industry is treating animals poorly. Without the meat industry we have less suffering of animals.
"['emission', 'vegitarianism', 'helps', 'co2']",Vegitarianism helps the environment since growing meat causes significant co2 emission and makes global warming even worse.
"['detrimental', 'worker', 'avoidable', 'hormones', 'working', 'chemicals']","Working with growth hormones and other chemicals that go into animals can be detrimental to worker health, which is avoidable under vegetarianism."
"['grow', 'used', 'land']","The meat industry takes up a lot of natural resources because land that could be used to grow food for humans is instead used to grow meal for animals, vegetarianism uses land more efficiently."
"['contributors', 'slaughter', 'largest', 'climate', 'raising', 'one']",We should adopt vegetarianism because raising livestock for slaughter is one of the largest contributors to climate change.
"['combat', 'yields', 'crop', 'higher']","The production of meat is based on a poor use of land, and adopting vegetarianism would allow for higher crop yields that can combat global hunger."
"['help', 'development', 'natural']","Eating meat is not good for the development of the our world, vegetarian life help help our natural resources."
"['aquatic', 'flora', 'runoff', 'leads']","Unlike vegetarianism, animal waste runoff leads to the pollution of rivers, which can pollute drinking water and kill aquatic flora and fauna."
"['fight', 'helping', 'decrease', 'carbon', 'would', 'emissions']","Adopting vegetarianism would decrease carbon emissions since we would need less livestock, helping fight climate change."
"['improperly', 'poisoning', 'food', 'borne', 'common']","If meat is improperly stored, it can lead to food poisoning and other food borne sicknesses, which is less common in vegetarianism."
"['gas', 'cowes', 'co2']","CO2 gas created by cowes warm the planet, with more people adopting vegetarianism there are less cowes and less CO2 GAS"
"['right', 'violated', 'consciousness', 'meatless']",Animals have a right to life as they have consciousness and feel pain. This right is not violated in a meatless diet.
"['pose', 'bugs', 'serious']",We should adopt vegetarianism because the livestock industry uses so many antibiotics that it is creating un-treatable super bugs that pose a serious risk to global health.
"['minimize', 'become', 'pollution', 'major', 'help']","The meat industry is a major polluter, If we all become vegetarian we will minimize pollution and help the enviorment."
"['humans', 'viable', 'survival', 'refrain', 'taking', 'exist']","As long it is not damaging to the survival of humans, we should refrain from taking lives of other animal. Viable alternatives to meat consumption exist and are accessible to most humans"
"['suffer', 'causing']",When animals suffer they behave very similairly to the way humans act when they suffer. Therefore causing an animal to suffer is just as immoral as causing a human to suffer.
"['regions', 'caused', 'deforestation', 'alleviate', 'help', 'widespread']",Vegetarianism would help to alleviate the widespread deforestation that is caused by meat production in many regions of the world.
"['leave', 'shells', 'trash', 'environments', 'hunters', 'pollute']","Hunters pollute their environments when they leave shells and trash in nature, which would not occur in vegetarianism."
"['terms', 'efficient', 'calorie', 'per', 'energy', 'water']",Vegetarianism is more efficient per calorie in terms of water and energy
"['near', 'easily', 'problem', 'spread', 'farms', 'working']","Working near animals and their waste can easily spread diseases, which isn't a problem on plant farms for vegetarianism."
"['grasslands', 'deforested', 'often']","Animals grown for food will often eat entire grasslands out of existence and require more land to be deforested for grazing which leads to the extinction of diverse plant and animal species, vegetarianism prevents this."
"['facilitates', 'flu', 'avian', 'spread', 'disease']","We should adopt vegetarianism because the livestock industry facilitates the spread of disease from animals to people, such as the avian flu or SARS."
"['greenhouse', 'farms', 'produce', 'environment', 'lot']",Adopting vegetarianism is very important for the environment because animal farms produce a lot of greenhouse gases.
"['painful', 'obligation', 'driven']","The livestock industry uses practices that are painful and cruel to animals who are clearly sentient (inevitably driven by a profit motive), and we have a moral obligation to prevent such cruelty."
"['selectively', 'bred', 'occur', 'breed', 'violation', 'forced']","Being forced to breed is a rights violation for all animals who are selectively bred in animal agriculture, which doesn't occur in vegetarianism."
"['eliminate', 'environmentally', 'levels', 'damaging', 'emissions', 'due']",The production of meat is environmentally damaging due to high levels of emissions -- adopting vegetarianism would eliminate this harm.
"['grasslands', 'deforested', 'often']","Animals grown for food will often eat entire grasslands out of existence and require more land to be deforested for grazing which leads to the extinction of diverse plant and animal species, vegetarianism prevents this."
"['processes', 'made', 'genetic', 'grafting', 'available', 'effectively']","Through processes like grafting and genetic modification, effectively infinite plants can be made available for vegetarian consumption."
"['combat', 'yields', 'crop', 'higher']","The production of meat is based on a poor use of land, and adopting vegetarianism would allow for higher crop yields that can combat global hunger."
"['return', 'promote', 'needed', 'native', 'lands']","We should adopt vegetarianism because it would mean less land needed to be cultivated, which would allow more lands to return to nature and promote native species."
"['clearance', 'deforestation', 'raise']",We should adopt vegetarianism because the need for land clearance to raise livestock is one of the leading causes of deforestation in the Amazon.
"['less', 'prune', 'deseaes', 'sick', 'earth']",Vegetarian food is less prune to deseaes and therefore we will have less sick people in earth
